CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed
02840147-149W9,2014,147-149 BURLEY AVE,05-14-2014,Nuisance,Appealed-Nuisance,05-16-2014,false
11602156W4,2014,2156 LIBERTY RD,05-14-2014,Nuisance,Appealed-Nuisance,05-30-2014,false
11602184W4,2014,2184 LIBERTY RD,05-14-2014,Nuisance,Appealed-Nuisance,05-30-2014,false
13600416W3,2014,416 MT TABOR RD,05-14-2014,Nuisance,Appealed-Nuisance,05-20-2014,false
03641256W17,2014,1256 CENTRE PKWY,05-15-2014,Nuisance,Appealed-Nuisance,06-04-2014,false
14631891W2,2014,1891 PARKERS MILL RD,05-19-2014,Nuisance,Appealed-Nuisance,05-20-2014,false
34472848W5,2014,2848 HANNA PL,05-21-2014,Nuisance,Appealed-Nuisance,06-10-2014,false
12680716W7,2014,716 W MAXWELL ST,05-27-2014,Nuisance,Appealed-Nuisance,05-28-2014,false
06540430W7,2014,430 EMERSON DR,05-27-2014,Nuisance,Appealed-Nuisance,06-10-2014,false
08862195W12,2014,2195 HARRODSBURG RD,05-28-2014,Nuisance,Appealed-Nuisance,06-02-2014,false
08862033W17,2014,2033 HARRODSBURG RD,05-28-2014,Nuisance,Appealed-Nuisance,06-02-2014,false
13581429W7,2014,1429 MT RAINIER DR,05-29-2014,Nuisance,Appealed-Nuisance,06-02-2014,false
10361172W4,2014,1172 KALONE WAY,06-02-2014,Nuisance,Appealed-Nuisance,06-05-2014,false
13380682W8,2014,682 MONTGOMERY AVE,06-02-2014,Nuisance,Appealed-Nuisance,06-10-2014,false
19890654W4,2014,654 N MARTIN LUTHER KING BLVD,06-03-2014,Nuisance,Appealed-Nuisance,06-26-2014,false
28133005W6,2014,3005 REDBUD CT,06-12-2014,Nuisance,Appealed-Nuisance,06-13-2014,false
03950324W6,2014,324 CHINOE RD,06-12-2014,Nuisance,Appealed-Nuisance,06-13-2014,false
23530633W9,2014,633 DARDANELLES DR,06-17-2014,Nuisance,Appealed-Nuisance,06-19-2014,false
12140884W6,2014,884 LYNN RD,06-18-2014,Nuisance,Appealed-Nuisance,06-19-2014,false
35702145W3,2014,2145 SHAKER RUN RD,06-20-2014,Nuisance,Appealed-Nuisance,07-08-2014,false
05810419W5,2014,419 DOUGLAS AVE,06-23-2014,Nuisance,Appealed-Nuisance,06-25-2014,false
06760136W11,2014,136 FAIRLAWN AVE,06-23-2014,Nuisance,Appealed-Nuisance,07-16-2014,false
43732963W6,2014,2963 CADENTOWN RD,06-26-2014,Nuisance,Appealed-Nuisance,07-02-2014,false
19890652W13,2014,652 N MARTIN LUTHER KING BLVD,06-27-2014,Nuisance,Appealed-Nuisance,07-16-2014,false
19430141W19,2014,141 UNIVERSITY AVE,06-30-2014,Nuisance,Appealed-Nuisance,07-16-2014,false
15350481W7,2014,481 POTOMAC DR,07-01-2014,Nuisance,Appealed-Nuisance,07-16-2014,false
21140687W6,2014,687 WOODWARD LN,07-16-2014,Nuisance,Appealed-Nuisance,07-22-2014,false
25300730S,2014,730 MILLPOND RD,07-22-2014,Nuisance,Appealed-Nuisance,08-04-2014,false
32200179W12,2014,179 OLD PARK AVE,07-28-2014,Nuisance,Appealed-Nuisance,08-14-2014,false
31170710W16,2014,710 GOLFVIEW DR,08-04-2014,Nuisance,Appealed-Nuisance,08-06-2014,false
06470637W37,2014,637 ELM TREE LN,08-07-2014,Nuisance,Appealed-Nuisance,08-14-2014,false
06470635W38,2014,635 ELM TREE LN,08-11-2014,Nuisance,Appealed-Nuisance,08-14-2014,false
18790412W3,2014,412 E THIRD ST,01-02-2014,Nuisance,Closed/Abated by City,02-07-2014,true
11791818W,2014,1818 LINTON RD,01-06-2014,Nuisance,Closed/Abated by City,02-07-2014,true
03910415W5,2014,415 CHESTNUT ST,01-10-2014,Nuisance,Closed/Abated by City,02-28-2014,true
20681970W5,2014,1970 WINCHESTER RD,01-13-2014,Nuisance,Closed/Abated by City,02-18-2014,true
16900214W,2014,214 E SEVENTH ST,01-14-2014,Nuisance,Closed/Abated by City,02-28-2014,true
10010721-725W17,2014,721-725 JACKSON ST,01-14-2014,Nuisance,Closed/Abated by City,06-10-2014,true
11210605W,2014,605 LANE ALLEN RD,01-15-2014,Nuisance,Closed/Abated by City,02-18-2014,true
14200632W25,2014,632 OHIO ST,01-22-2014,Nuisance,Closed/Abated by City,03-06-2014,true
27040345W7,2014,345 SCOTTSDALE CIR,01-23-2014,Nuisance,Closed/Abated by City,02-19-2014,true
19930828W6,2014,828 WARD DR,01-27-2014,Nuisance,Closed/Abated by City,02-28-2014,true
19930866W3,2014,866 WARD DR,01-27-2014,Nuisance,Closed/Abated by City,03-06-2014,true
09510437W7,2014,437 HOLLOW CREEK RD,01-30-2014,Nuisance,Closed/Abated by City,03-06-2014,true
21723449W3,2014,3449 FEATHERIDGE DR,02-10-2014,Nuisance,Closed/Abated by City,03-10-2014,true
07020304W5,2014,304 E FIFTH ST,02-12-2014,Nuisance,Closed/Abated by City,03-12-2014,true
16532020W2,2014,2020 RUSSELL CAVE RD,02-13-2014,Nuisance,Closed/Abated by City,03-26-2014,true
18601036W2,2014,1036 TATESBROOK DR,02-13-2014,Nuisance,Closed/Abated by City,03-17-2014,true
04691804W7,2014,1804 COSTIGAN DR,02-14-2014,Nuisance,Closed/Abated by City,03-12-2014,true
19581216W,2014,1216 VENETIAN WAY,02-18-2014,Nuisance,Closed/Abated by City,03-14-2014,true
18751499W4,2014,1499 THAMES DR,02-24-2014,Nuisance,Closed/Abated by City,02-25-2014,true
06381557W3,2014,1557 ELIZABETH ST,02-28-2014,Nuisance,Closed/Abated by City,03-20-2014,true
11601749W10,2014,1749 LIBERTY RD,03-07-2014,Nuisance,Closed/Abated by City,03-26-2014,true
07120758W5,2014,758 FLORENCE AVE,03-10-2014,Nuisance,Closed/Abated by City,03-27-2014,true
19500944W4,2014,944 VALLEY FARM DR,03-10-2014,Nuisance,Closed/Abated by City,03-31-2014,true
0541947 1/2W,2014,947 1/2 DELAWARE AVE,03-10-2014,Nuisance,Closed/Abated by City,04-16-2014,true
17300312W11,2014,312 E SIXTH ST,03-11-2014,Nuisance,Closed/Abated by City,04-04-2014,true
14200561W2,2014,561 OHIO ST,03-11-2014,Nuisance,Closed/Abated by City,03-31-2014,true
03910551W15,2014,551 CHESTNUT ST,03-11-2014,Nuisance,Closed/Abated by City,03-31-2014,true
14200521W,2014,521 OHIO ST,03-11-2014,Nuisance,Closed/Abated by City,03-31-2014,true
03910573W11,2014,573 CHESTNUT ST,03-11-2014,Nuisance,Closed/Abated by City,03-31-2014,true
03910622W4,2014,622 CHESTNUT ST,03-11-2014,Nuisance,Closed/Abated by City,04-15-2014,true
11401321-1323W,2014,1321-1323 LEANING TREE LN,03-12-2014,Nuisance,Closed/Abated by City,04-14-2014,true
20193849W2,2014,3849 WEM DR,03-14-2014,Nuisance,Closed/Abated by City,04-09-2014,true
19171083W21,2014,1083 TRENT BLVD,03-17-2014,Nuisance,Closed/Abated by City,04-29-2014,true
13411583W,2014,1583 MONTROSE DR,03-19-2014,Nuisance,Closed/Abated by City,04-15-2014,true
00750133W13,2014,133 ASHTON DR,03-19-2014,Nuisance,Closed/Abated by City,04-10-2014,true
20680937W2,2014,937 WINCHESTER RD,03-25-2014,Nuisance,Closed/Abated by City,04-21-2014,true
21012460W4,2014,2460 WOODHILL DR,03-26-2014,Nuisance,Closed/Abated by City,04-24-2014,true
21012466W5,2014,2466 WOODHILL DR,03-26-2014,Nuisance,Closed/Abated by City,04-24-2014,true
21012462W4,2014,2462 WOODHILL DR,03-26-2014,Nuisance,Closed/Abated by City,04-24-2014,true
02850117W6,2014,117 BURNETT AVE,03-26-2014,Nuisance,Closed/Abated by City,04-21-2014,true
05100769W15,2014,769 DAKOTA ST,03-28-2014,Nuisance,Closed/Abated by City,06-13-2014,true
03910601W23,2014,601 CHESTNUT ST,03-31-2014,Nuisance,Closed/Abated by City,04-21-2014,true
05100765W15,2014,765 DAKOTA ST,04-01-2014,Nuisance,Closed/Abated by City,06-13-2014,true
14800508W11,2014,508 PEMBERTON ST,04-02-2014,Nuisance,Closed/Abated by City,04-29-2014,true
16900197-199W14,2014,197-199 E SEVENTH ST,04-02-2014,Nuisance,Closed/Abated by City,04-29-2014,true
11100709W19,2014,709 LAKEVIEW DR,04-08-2014,Nuisance,Closed/Abated by City,06-18-2014,true
05100746W7,2014,746 DAKOTA ST,04-09-2014,Nuisance,Closed/Abated by City,05-09-2014,true
15600319W4,2014,319 RACE ST,04-10-2014,Nuisance,Closed/Abated by City,05-09-2014,true
03910462W2,2014,462 CHESTNUT ST,04-10-2014,Nuisance,Closed/Abated by City,05-09-2014,true
03910460W5,2014,460 CHESTNUT ST,04-10-2014,Nuisance,Closed/Abated by City,05-08-2014,true
15600317W4,2014,317 RACE ST,04-10-2014,Nuisance,Closed/Abated by City,05-08-2014,true
32783384W2,2014,3384 TYLER CT,04-14-2014,Nuisance,Closed/Abated by City,05-21-2014,true
04200386W15,2014,386 CLEARWOOD CT,04-21-2014,Nuisance,Closed/Abated by City,05-09-2014,true
18862467W9,2014,2467 THORNBERRY CT,04-21-2014,Nuisance,Closed/Abated by City,05-09-2014,true
18790379W2,2014,379 E THIRD ST,04-22-2014,Nuisance,Closed/Abated by City,05-27-2014,true
00340340W19,2014,340 AMERICAN AVE,04-23-2014,Nuisance,Closed/Abated by City,05-13-2014,true
14200530W16,2014,530 OHIO ST,04-23-2014,Nuisance,Closed/Abated by City,05-16-2014,true
03981929W25,2014,1929 CHRIS DR,04-24-2014,Nuisance,Closed/Abated by City,05-19-2014,true
43083308W4,2014,3308 BAY SPRINGS PARK,04-25-2014,Nuisance,Closed/Abated by City,05-13-2014,true
05341905W4,2014,1905 DEAUVILLE DR,04-28-2014,Nuisance,Closed/Abated by City,05-27-2014,true
05250832W6,2014,832 DARLEY DR,04-28-2014,Nuisance,Closed/Abated by City,06-02-2014,true
04510553W6,2014,553 COLUMBIA AVE,04-29-2014,Nuisance,Closed/Abated by City,05-17-2014,true
25810840W4,2014,840 QUARTER HORSE CT,04-30-2014,Nuisance,Closed/Abated by City,05-23-2014,true
13600469W5,2014,469 MT TABOR RD,04-30-2014,Nuisance,Closed/Abated by City,05-23-2014,true
13440462W6,2014,462 MORGAN AVE,04-30-2014,Nuisance,Closed/Abated by City,05-27-2014,true
12591604W,2014,1604 MARTHA CT,05-01-2014,Nuisance,Closed/Abated by City,05-27-2014,true
14121126W23,2014,1126 OAK HILL DR,05-01-2014,Nuisance,Closed/Abated by City,06-05-2014,true
20930962W11,2014,962 WOLF RUN DR,05-02-2014,Nuisance,Closed/Abated by City,05-25-2014,true
17740125W2,2014,125 ST ANN DR,05-02-2014,Nuisance,Closed/Abated by City,05-24-2014,true
16113608W12,2014,3608 RIVER PARK DR,05-02-2014,Nuisance,Closed/Abated by City,05-26-2014,true
05341924W4,2014,1924 DEAUVILLE DR,05-05-2014,Nuisance,Closed/Abated by City,05-07-2014,true
07840655W11,2014,655 GEORGETOWN ST,05-05-2014,Nuisance,Closed/Abated by City,05-21-2014,true
34592753W,2014,2753 JACQUELYN LN,05-05-2014,Nuisance,Closed/Abated by City,05-27-2014,true
40072528W11,2014,2528 SUN SEEKER CT,05-05-2014,Nuisance,Closed/Abated by City,05-28-2014,true
14760445W10,2014,445 PEACHTREE RD,05-05-2014,Nuisance,Closed/Abated by City,05-23-2014,true
14760473W7,2014,473 PEACHTREE RD,05-05-2014,Nuisance,Closed/Abated by City,06-05-2014,true
16830519W,2014,519 E SECOND ST,05-05-2014,Nuisance,Closed/Abated by City,06-05-2014,true
16091845W5,2014,1845 RITTENHOUSE CT,05-06-2014,Nuisance,Closed/Abated by City,06-05-2014,true
21340797W4,2014,797 ZANDALE DR,05-06-2014,Nuisance,Closed/Abated by City,05-28-2014,true
13242441W5,2014,2441 MIRAHILL DR,05-06-2014,Nuisance,Closed/Abated by City,05-27-2014,true
21012498W4,2014,2498 WOODHILL DR,05-06-2014,Nuisance,Closed/Abated by City,05-09-2014,true
06540547W,2014,547 EMERSON DR,05-06-2014,Nuisance,Closed/Abated by City,06-02-2014,true
11910305W8,2014,305 LOCUST AVE,05-06-2014,Nuisance,Closed/Abated by City,06-05-2014,true
11910309W10,2014,309 LOCUST AVE,05-06-2014,Nuisance,Closed/Abated by City,06-05-2014,true
12370221W9,2014,221 MANDALAY RD,05-07-2014,Nuisance,Closed/Abated by City,05-23-2014,true
21012454W7,2014,2454 WOODHILL DR,05-07-2014,Nuisance,Closed/Abated by City,06-03-2014,true
08150134W29,2014,134 GOODRICH AVE,05-07-2014,Nuisance,Closed/Abated by City,05-31-2014,true
17832064W4,2014,2064 ST MICHAEL DR,05-07-2014,Nuisance,Closed/Abated by City,06-03-2014,true
13581409W2,2014,1409 MT RAINIER DR,05-07-2014,Nuisance,Closed/Abated by City,06-03-2014,true
13543336W3,2014,3336 MT FORAKER DR,05-07-2014,Nuisance,Closed/Abated by City,06-05-2014,true
18163605W,2014,3605 SULIER CT,05-07-2014,Nuisance,Closed/Abated by City,05-31-2014,true
02660837W18,2014,837 BRYAN AVE,05-07-2014,Nuisance,Closed/Abated by City,06-04-2014,true
16900169W11,2014,169 E SEVENTH ST,05-07-2014,Nuisance,Closed/Abated by City,08-12-2014,true
07120751W13,2014,751 FLORENCE AVE,05-08-2014,Nuisance,Closed/Abated by City,05-23-2014,true
07120725W4,2014,725 FLORENCE AVE,05-08-2014,Nuisance,Closed/Abated by City,05-23-2014,true
23480822W7,2014,822 WYNDHAM HILLS DR,05-08-2014,Nuisance,Closed/Abated by City,06-04-2014,true
03100815W9,2014,815 CAMPBELL LN,05-08-2014,Nuisance,Closed/Abated by City,06-03-2014,true
14380290W8,2014,290 OSAGE CT,05-08-2014,Nuisance,Closed/Abated by City,06-03-2014,true
02360405W3,2014,405 BRECKENRIDGE ST,05-08-2014,Nuisance,Closed/Abated by City,06-04-2014,true
19890341W13,2014,341 N MARTIN LUTHER KING BLVD,05-08-2014,Nuisance,Closed/Abated by City,05-30-2014,true
18220865W3,2014,865 SUMMERVILLE DR,05-09-2014,Nuisance,Closed/Abated by City,08-05-2014,true
08990441-445W7,2014,441-445 HAWKINS AVE,05-09-2014,Nuisance,Closed/Abated by City,06-05-2014,true
02041479W3,2014,1479 BOARDWALK,05-09-2014,Nuisance,Closed/Abated by City,06-05-2014,true
14200450W9,2014,450 OHIO ST,05-09-2014,Nuisance,Closed/Abated by City,05-21-2014,true
12840957W4,2014,957 MEADOW LN,05-09-2014,Nuisance,Closed/Abated by City,06-06-2014,true
00231218W9,2014,1218 ALEXANDRIA DR,05-12-2014,Nuisance,Closed/Abated by City,05-27-2014,true
19601150W3,2014,1150 VERSAILLES RD,05-12-2014,Nuisance,Closed/Abated by City,06-04-2014,true
11211149W3,2014,1149 LANE ALLEN RD,05-12-2014,Nuisance,Closed/Abated by City,06-27-2014,true
14440224W6,2014,224 OWSLEY AVE,05-12-2014,Nuisance,Closed/Abated by City,06-04-2014,true
39423736W3,2014,3736 WARGRAVE WALK,05-12-2014,Nuisance,Closed/Abated by City,06-05-2014,true
14800508W12,2014,508 PEMBERTON ST,05-12-2014,Nuisance,Closed/Abated by City,06-09-2014,true
17300296W,2014,296 E SIXTH ST,05-12-2014,Nuisance,Closed/Abated by City,06-13-2014,true
12040526W12,2014,526 E LOUDON AVE,05-12-2014,Nuisance,Closed/Abated by City,06-13-2014,true
20410735W7,2014,735 WHITNEY AVE,05-13-2014,Nuisance,Closed/Abated by City,05-30-2014,true
36203317W2,2014,3317 DRAYTON PL,05-13-2014,Nuisance,Closed/Abated by City,06-04-2014,true
09510541W4,2014,541 HOLLOW CREEK RD,05-13-2014,Nuisance,Closed/Abated by City,06-09-2014,true
20762412W2,2014,2412 WINDWOOD CT,05-13-2014,Nuisance,Closed/Abated by City,06-08-2014,true
00151248W,2014,1248 AK SAR BEN PARK,05-13-2014,Nuisance,Closed/Abated by City,05-14-2014,true
04913689W4,2014,3689 CROSBY DR #A,05-13-2014,Nuisance,Closed/Abated by City,06-04-2014,true
19571216W9,2014,1216 VENETIAN CIR,05-13-2014,Nuisance,Closed/Abated by City,06-26-2014,true
06951205W3,2014,1205 FENWICK RD,05-13-2014,Nuisance,Closed/Abated by City,06-18-2014,true
31853725W6,2014,3725 LADY DI LN,05-13-2014,Nuisance,Closed/Abated by City,08-05-2014,true
19380144W,2014,144 TWELFTH ST,05-13-2014,Nuisance,Closed/Abated by City,06-09-2014,true
12040417W12,2014,417 E LOUDON AVE,05-13-2014,Nuisance,Closed/Abated by City,06-13-2014,true
06540611W,2014,611 EMERSON DR,05-13-2014,Nuisance,Closed/Abated by City,06-13-2014,true
14631605W5,2014,1605 PARKERS MILL RD,05-14-2014,Nuisance,Closed/Abated by City,06-04-2014,true
14760476W11,2014,476 PEACHTREE RD,05-14-2014,Nuisance,Closed/Abated by City,06-11-2014,true
19362992W,2014,2992 TUSCALOOSA LN,05-14-2014,Nuisance,Closed/Abated by City,06-06-2014,true
12841006W2,2014,1006 MEADOW LN,05-14-2014,Nuisance,Closed/Abated by City,06-09-2014,true
05250933W3,2014,933 DARLEY DR,05-14-2014,Nuisance,Closed/Abated by City,06-13-2014,true
14121130W,2014,1130 OAK HILL DR,05-14-2014,Nuisance,Closed/Abated by City,06-16-2014,true
16663145W2,2014,3145 SANDERSVILLE RD,05-15-2014,Nuisance,Closed/Abated by City,05-30-2014,true
03910461W9,2014,461 CHESTNUT ST,05-15-2014,Nuisance,Closed/Abated by City,06-09-2014,true
12850430W2,2014,430 MEADOW PARK,05-15-2014,Nuisance,Closed/Abated by City,06-13-2014,true
12850432W2,2014,432 MEADOW PARK,05-15-2014,Nuisance,Closed/Abated by City,06-13-2014,true
38090000W5,2014,SELLERS ALY,05-16-2014,Nuisance,Closed/Abated by City,06-05-2014,true
00400461W9,2014,461 ANGLIANA AVE,05-19-2014,Nuisance,Closed/Abated by City,06-18-2014,true
18953338W5,2014,3338 TISDALE DR,05-19-2014,Nuisance,Closed/Abated by City,06-27-2014,true
19990635W,2014,635 WARRINGTON DR,05-19-2014,Nuisance,Closed/Abated by City,06-13-2014,true
25230277W2,2014,277 PREAKNESS DR,05-19-2014,Nuisance,Closed/Abated by City,07-02-2014,true
32210000W7,2014,0 NEWTOWN PIKE,05-20-2014,Nuisance,Closed/Abated by City,06-06-2014,true
10312086-2087W3,2014,2086-2087 LAVERNE CT,05-20-2014,Nuisance,Closed/Abated by City,06-13-2014,true
19440471-473W4,2014,471-473 N UPPER ST,05-20-2014,Nuisance,Closed/Abated by City,07-02-2014,true
05530220W6,2014,220 DERBY DR,05-21-2014,Nuisance,Closed/Abated by City,06-13-2014,true
34450200W10,2014,200 SIMBA WAY,05-21-2014,Nuisance,Closed/Abated by City,06-18-2014,true
34472826W3,2014,2826 HANNA PL,05-21-2014,Nuisance,Closed/Abated by City,06-25-2014,true
18423306W3,2014,3306 TAHOE RD,05-21-2014,Nuisance,Closed/Abated by City,06-16-2014,true
14200355W14,2014,355 OHIO ST,05-21-2014,Nuisance,Closed/Abated by City,05-23-2014,true
16900214W2,2014,214 E SEVENTH ST,05-21-2014,Nuisance,Closed/Abated by City,06-16-2014,true
36611200W12,2014,1200 KANNAPOLIS PL,05-22-2014,Nuisance,Closed/Abated by City,07-17-2014,true
19014751W3,2014,4751 TODDS RD,05-22-2014,Nuisance,Closed/Abated by City,06-12-2014,true
09331406W35,2014,1406 HIGHLAWN AVE,05-22-2014,Nuisance,Closed/Abated by City,06-18-2014,true
06002040W6,2014,2040 DUNKIRK DR,05-23-2014,Nuisance,Closed/Abated by City,06-05-2014,true
07831555W15,2014,1555 GEORGETOWN RD,05-23-2014,Nuisance,Closed/Abated by City,06-16-2014,true
03910551W16,2014,551 CHESTNUT ST,05-23-2014,Nuisance,Closed/Abated by City,07-21-2014,true
11611102W10,2014,1102 LIGGETT ST,05-27-2014,Nuisance,Closed/Abated by City,06-12-2014,true
35530633W2,2014,633 SKYVIEW LN,05-27-2014,Nuisance,Closed/Abated by City,06-16-2014,true
15030000W6,2014,0 PIMLICO PKWY,05-27-2014,Nuisance,Closed/Abated by City,06-16-2014,true
16350102W,2014,102 ROSEMARY AVE,05-27-2014,Nuisance,Closed/Abated by City,06-18-2014,true
08862021W16,2014,2021 HARRODSBURG RD,05-28-2014,Nuisance,Closed/Abated by City,07-07-2014,true
14353590W4,2014,3590 OLYMPIA RD,05-28-2014,Nuisance,Closed/Abated by City,07-07-2014,true
00361116W,2014,1116 ANDERSON ST,05-29-2014,Nuisance,Closed/Abated by City,06-16-2014,true
17560453W7,2014,453 SPEIGLE ST,05-29-2014,Nuisance,Closed/Abated by City,06-13-2014,true
41972413W3,2014,2413 GOOSEBERRY CIR,05-29-2014,Nuisance,Closed/Abated by City,07-02-2014,true
09320964W6,2014,964 HIGHLAND PARK DR,05-30-2014,Nuisance,Closed/Abated by City,07-02-2014,true
24742111W,2014,2111 STEDMAN DR,06-02-2014,Nuisance,Closed/Abated by City,08-05-2014,true
10290923W4,2014,923 JOURNAL AVE,06-02-2014,Nuisance,Closed/Abated by City,06-23-2014,true
06080207W9,2014,207 EASTERN AVE,06-02-2014,Nuisance,Closed/Abated by City,07-02-2014,true
08990457W6,2014,457 HAWKINS AVE,06-02-2014,Nuisance,Closed/Abated by City,07-02-2014,true
06080209W,2014,209 EASTERN AVE,06-02-2014,Nuisance,Closed/Abated by City,07-28-2014,true
06080211W8,2014,211 EASTERN AVE,06-02-2014,Nuisance,Closed/Abated by City,08-07-2014,true
20410922W,2014,922 WHITNEY AVE,06-03-2014,Nuisance,Closed/Abated by City,06-20-2014,true
17601061W2,2014,1061 SPRING RUN RD,06-03-2014,Nuisance,Closed/Abated by City,06-27-2014,true
16960477W7,2014,477 SHAFTSBURY RD,06-03-2014,Nuisance,Closed/Abated by City,06-17-2014,true
03073537W,2014,3537 CAMELOT DR,06-03-2014,Nuisance,Closed/Abated by City,06-27-2014,true
18601036W3,2014,1036 TATESBROOK DR,06-03-2014,Nuisance,Closed/Abated by City,07-29-2014,true
00160163W5,2014,163 ALABAMA AVE,06-04-2014,Nuisance,Closed/Abated by City,07-02-2014,true
32210000W8,2014,0 NEWTOWN PIKE,06-05-2014,Nuisance,Closed/Abated by City,06-23-2014,true
20410849W2,2014,849 WHITNEY AVE,06-05-2014,Nuisance,Closed/Abated by City,06-20-2014,true
43103333W3,2014,3333 HIBERNIA PASS,06-05-2014,Nuisance,Closed/Abated by City,07-13-2014,true
43103337W3,2014,3337 HIBERNIA PASS,06-05-2014,Nuisance,Closed/Abated by City,07-13-2014,true
20910101W3,2014,101 WITHERS AVE,06-06-2014,Nuisance,Closed/Abated by City,07-02-2014,true
17010411W6,2014,411 SHAWNEE AVE,06-09-2014,Nuisance,Closed/Abated by City,07-02-2014,true
07140720W24,2014,720 FLORIDA ST,06-10-2014,Nuisance,Closed/Abated by City,07-02-2014,true
05341905W5,2014,1905 DEAUVILLE DR,06-11-2014,Nuisance,Closed/Abated by City,06-30-2014,true
05341924W5,2014,1924 DEAUVILLE DR,06-11-2014,Nuisance,Closed/Abated by City,06-30-2014,true
08221630W3,2014,1630 GRANT DR,06-11-2014,Nuisance,Closed/Abated by City,07-02-2014,true
12040280W16,2014,280 E LOUDON AVE,06-11-2014,Nuisance,Closed/Abated by City,06-18-2014,true
05100715W3,2014,715 DAKOTA ST,06-11-2014,Nuisance,Closed/Abated by City,08-12-2014,true
00340340W20,2014,340 AMERICAN AVE,06-12-2014,Nuisance,Closed/Abated by City,07-09-2014,true
07294013W8,2014,4013 FOREST GREEN DR,06-12-2014,Nuisance,Closed/Abated by City,07-28-2014,true
27774516W4,2014,4516 PENTLALLA PT,06-12-2014,Nuisance,Closed/Abated by City,07-22-2014,true
09150104W5,2014,104 HENTON RD,06-13-2014,Nuisance,Closed/Abated by City,07-07-2014,true
24111545W10,2014,1545 SPRINGFIELD DR,06-13-2014,Nuisance,Closed/Abated by City,07-11-2014,true
12000575W2,2014,575 LONGVIEW DR,06-16-2014,Nuisance,Closed/Abated by City,07-08-2014,true
20630517W8,2014,517 WILLY ST,06-16-2014,Nuisance,Closed/Abated by City,06-16-2014,true
17350549W17,2014,549 SMITH ST,06-16-2014,Nuisance,Closed/Abated by City,08-12-2014,true
08443491W,2014,3491 GREENTREE RD,06-17-2014,Nuisance,Closed/Abated by City,07-28-2014,true
01221816W7,2014,1816 BARKSDALE DR,06-18-2014,Nuisance,Closed/Abated by City,07-17-2014,true
17750540W3,2014,540 ST ANTHONY DR,06-18-2014,Nuisance,Closed/Abated by City,07-17-2014,true
19483213W,2014,3213 VALHALLA DR,06-18-2014,Nuisance,Closed/Abated by City,07-22-2014,true
06080205W3,2014,205 EASTERN AVE,06-19-2014,Nuisance,Closed/Abated by City,07-21-2014,true
08841211-1213W2,2014,1211-1213 HARRIS CT,06-20-2014,Nuisance,Closed/Abated by City,07-16-2014,true
09510525W2,2014,525 HOLLOW CREEK RD,06-20-2014,Nuisance,Closed/Abated by City,07-17-2014,true
14482697W3,2014,2697 PADDOCK CT,06-20-2014,Nuisance,Closed/Abated by City,07-22-2014,true
12451003W10,2014,1003 MARCELLUS DR,06-20-2014,Nuisance,Closed/Abated by City,07-21-2014,true
06330137W10,2014,137 ELAM PARK,06-23-2014,Nuisance,Closed/Abated by City,07-18-2014,true
17383306W12,2014,3306 SNAFFLE RD,06-24-2014,Nuisance,Closed/Abated by City,07-17-2014,true
14300446W10,2014,446 OLDHAM AVE,06-24-2014,Nuisance,Closed/Abated by City,07-18-2014,true
19840353W4,2014,353 WALLER AVE,06-24-2014,Nuisance,Closed/Abated by City,08-05-2014,true
31882473W3,2014,2473 SHADY HILLS DR,06-25-2014,Nuisance,Closed/Abated by City,07-11-2014,true
13971900W5,2014,1900 NICHOLASVILLE RD,06-26-2014,Nuisance,Closed/Abated by City,07-18-2014,true
