CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
06923288W2,2014,3288 FEATHERSTON DR,06-10-2014,Nuisance,Closed Nuisance,06-30-2014,true,20020390,-84.45387319109,37.9739676661646
05100730W7,2014,730 DAKOTA ST,06-10-2014,Nuisance,Closed Nuisance,06-25-2014,true,17080200,-84.4852082137146,38.0576207967591
14121027W4,2014,1027 OAK HILL DR,06-10-2014,Nuisance,Closed Nuisance,06-25-2014,true,10711950,-84.4708566264127,38.0541629345707
16900547W2,2014,547 E SEVENTH ST,06-10-2014,Nuisance,Closed Nuisance,06-25-2014,true,10497700,-84.4759974806219,38.0487992168756
17190711W10,2014,711 SHROPSHIRE AVE,06-10-2014,Nuisance,Closed Nuisance,06-25-2014,true,15343770,-84.4774943104682,38.050096869427
19440717-719W4,2014,717-719 N UPPER ST,06-10-2014,Nuisance,Closed Nuisance,06-27-2014,true,10107500,-84.4847044674033,38.0566475441829
01610138W14,2014,138 BELT LINE AVE,06-10-2014,Nuisance,Closed Nuisance,06-30-2014,true,14477500,-84.4806201407819,38.0550432686364
00160146W19,2014,146 ALABAMA AVE,06-10-2014,Nuisance,Closed Nuisance,06-30-2014,true,11911525,-84.4839907435553,38.053739475963
14120802W13,2014,802 OAK HILL DR,06-10-2014,Nuisance,Closed Nuisance,07-22-2014,true,17147600,-84.4738607264364,38.0515230457219
06001857W11,2014,1857 DUNKIRK DR,06-11-2014,Nuisance,Closed Nuisance,06-30-2014,true,16354750,-84.5337373947196,38.0540638112194
07710228W5,2014,228 GARRETT AVE,06-11-2014,Nuisance,Closed Nuisance,06-30-2014,true,16344300,-84.5366459287644,38.0531192050463
05341925W5,2014,1925 DEAUVILLE DR,06-11-2014,Nuisance,Closed Nuisance,06-30-2014,true,13009150,-84.5445019012874,38.0520489920075
00213485W8,2014,3485 ALDERSHOT DR,06-11-2014,Nuisance,Closed Nuisance,07-01-2014,true,25657500,-84.5575695816735,37.9902285680432
15120720W6,2014,720 PINE ST,06-11-2014,Nuisance,Closed Nuisance,07-01-2014,true,15664900,-84.5090760009513,38.0479775719631
13840227W,2014,227 E NEW CIRCLE RD,06-11-2014,Nuisance,Closed Nuisance,06-26-2014,true,11365500,-84.4661504601116,38.0620324842592
13840235W,2014,235 E NEW CIRCLE RD,06-11-2014,Nuisance,Closed Nuisance,06-26-2014,true,21229300,-84.4659723426835,38.0617150760676
17090705W7,2014,705 SHERIDAN DR,06-11-2014,Nuisance,Closed Nuisance,06-27-2014,true,23971750,-84.5420194901257,38.0211966487476
19840137W7,2014,137 WALLER AVE,06-11-2014,Nuisance,Closed Nuisance,06-30-2014,true,21183900,-84.5129332817605,38.0289038564899
11253513-3525W3,2014,3513-3525 LANSDOWNE DR,06-11-2014,Nuisance,Closed Nuisance,06-27-2014,true,23721400,-84.5163599000905,37.9879843714712
32690625W5,2014,625 SHERARD CIR,06-11-2014,Nuisance,Closed Nuisance,06-27-2014,true,19988580,-84.4997816047463,37.9808636674718
03110457W10,2014,457 CAMPBELL ST,06-11-2014,Nuisance,Closed Nuisance,06-27-2014,true,10048910,-84.4907608091065,38.0537789065217
21280205W8,2014,205 YORK ST,06-11-2014,Nuisance,Closed Nuisance,07-07-2014,true,16763553,-84.4795502839523,38.0537326893841
10441041W2,2014,1041 KEES RD,06-11-2014,Nuisance,Closed Nuisance,07-08-2014,true,11053700,-84.4829829892957,38.0638668431375
09150126W8,2014,126 HENTON RD,06-12-2014,Nuisance,Closed Nuisance,07-07-2014,true,25428100,-84.5161959555505,38.0591346060245
34601097W,2014,1097 LUCILLE DR,06-12-2014,Nuisance,Closed Nuisance,07-09-2014,true,38130760,-84.5282244930007,38.106215919303
34601076W4,2014,1076 LUCILLE DR,06-12-2014,Nuisance,Closed Nuisance,07-09-2014,true,38137230,-84.5266395234887,38.1053583058344
34601040W8,2014,1040 LUCILLE DR,06-12-2014,Nuisance,Closed Nuisance,07-09-2014,true,38137180,-84.5271618356068,38.1042007982333
34601036W8,2014,1036 LUCILLE DR,06-12-2014,Nuisance,Closed Nuisance,07-09-2014,true,38135420,-84.5271278925527,38.1040888620726
34601032W12,2014,1032 LUCILLE DR,06-12-2014,Nuisance,Closed Nuisance,07-09-2014,true,38135400,-84.5270822230415,38.1039490718459
02193552W2,2014,3552 BOSTON RD,06-12-2014,Nuisance,Closed Nuisance,07-01-2014,true,20066280,-84.548686098165,37.9833500531638
29591676W,2014,1676 CHANDLER LN,06-12-2014,Nuisance,Closed Nuisance,07-01-2014,true,38023440,-84.5300279162237,38.036045887886
15120716W5,2014,716 PINE ST,06-12-2014,Nuisance,Closed Nuisance,07-01-2014,true,15664800,-84.5088229878754,38.0479360837601
00430621-623W5,2014,621-623 ANNISTON DR,06-12-2014,Nuisance,Closed Nuisance,07-08-2014,true,10570050,-84.4400486994788,38.061307852765
30070315W2,2014,315 SANTA ANITA CT,06-12-2014,Nuisance,Closed Nuisance,07-14-2014,true,19339410,-84.4453818907757,38.0681946688306
16791725W8,2014,1725 SCARBROUGH CT,06-12-2014,Nuisance,Closed Nuisance,07-14-2014,true,12905850,-84.4549599583131,38.0585064549354
16960477W8,2014,477 SHAFTSBURY RD,06-12-2014,Nuisance,Closed Nuisance,06-17-2014,true,13601200,-84.4599863941451,38.0569580027027
02510370W8,2014,370 S BROADWAY,06-12-2014,Nuisance,Closed Nuisance,06-30-2014,true,14496300,-84.5033100881314,38.0460275298206
12300848-856W,2014,848-856 MALABU DR,06-12-2014,Nuisance,Closed Nuisance,06-30-2014,true,14026030,-84.4975268051731,37.9915909733234
01040408W#1,2014,408 BAINBRIDGE CT #1,06-12-2014,Nuisance,Closed Nuisance,07-07-2014,true,10048620,-84.4281868745128,38.0057494036298
39994620W,2014,4620 MARCUS TRL,06-12-2014,Nuisance,Closed Nuisance,07-07-2014,true,38232260,-84.403829672468,37.9827136274428
16881324W4,2014,1324 SEQUOIA DR,06-12-2014,Nuisance,Closed Nuisance,07-07-2014,true,10002228,-84.4747640208898,37.9747721015741
11910452W8,2014,452 LOCUST AVE,06-12-2014,Nuisance,Closed Nuisance,07-01-2014,true,10615850,-84.4697498925631,38.0561200101204
09150132W13,2014,132 HENTON RD,06-13-2014,Nuisance,Closed Nuisance,07-07-2014,true,23336200,-84.5163102749287,38.0586310579548
09150129W5,2014,129 HENTON RD,06-13-2014,Nuisance,Closed Nuisance,07-07-2014,true,24948400,-84.5168607335674,38.0589716375803
41132768W3,2014,2768 RED CLOVER LN,06-13-2014,Nuisance,Closed Nuisance,07-09-2014,true,38134220,-84.5281212845807,38.1026048249502
41132800-2828W3,2014,2800-2828 RED CLOVER LN,06-13-2014,Nuisance,Closed Nuisance,07-09-2014,true,38131840,-84.5302444606663,38.1032709159191
41132796W2,2014,2796 RED CLOVER LN,06-13-2014,Nuisance,Closed Nuisance,07-09-2014,true,38131710,-84.5290494961122,38.1028984658083
02510867W7,2014,867 S BROADWAY,06-13-2014,Nuisance,Closed Nuisance,07-01-2014,true,11048900,-84.5147046325503,38.0398352975164
00232085W,2014,2085 ALEXANDRIA DR,06-13-2014,Nuisance,Closed Nuisance,07-07-2014,true,13170900,-84.5515353887045,38.0275168019474
15682095W8,2014,2095 RAMBLER RD,06-13-2014,Nuisance,Closed Nuisance,07-16-2014,true,10449450,-84.5230767859829,38.0091432546107
01040408W16,2014,408 BAINBRIDGE CT,06-13-2014,Nuisance,Closed Nuisance,07-07-2014,true,10048490,-84.4280775848718,38.0056579782143
05633186W3,2014,3186 DEWEY DR,06-13-2014,Nuisance,Closed Nuisance,07-01-2014,true,17289608,-84.4509149841831,37.9889820511492
06310509W,2014,509 EL PASEO PL,06-13-2014,Nuisance,Closed Nuisance,07-03-2014,true,10007160,-84.4554208933322,37.997398504289
01610140W11,2014,140 BELT LINE AVE,06-13-2014,Nuisance,Closed Nuisance,06-30-2014,true,10923400,-84.4805523033644,38.0549725561226
12040706W2,2014,706 E LOUDON AVE,06-13-2014,Nuisance,Closed Nuisance,07-02-2014,true,23438600,-84.468634835994,38.04716817046
41832113W2,2014,2113 POLK LN,06-16-2014,Nuisance,Closed Nuisance,07-07-2014,true,38181940,-84.5127606888281,38.082563635178
39931708W,2014,1708 BETTYS CT,06-16-2014,Nuisance,Closed Nuisance,06-24-2014,true,38111770,-84.4615821030197,38.0625678955243
39931716W,2014,1716 BETTYS CT,06-16-2014,Nuisance,Closed Nuisance,06-24-2014,true,38111810,-84.4612331926223,38.0627546006104
39931720W,2014,1720 BETTYS CT,06-16-2014,Nuisance,Closed Nuisance,06-24-2014,true,38111830,-84.4609598492682,38.0627960616567
39931728W,2014,1728 BETTYS CT,06-16-2014,Nuisance,Closed Nuisance,06-24-2014,true,38111870,-84.4608247196952,38.0631237436061
39931729W,2014,1729 BETTYS CT,06-16-2014,Nuisance,Closed Nuisance,06-24-2014,true,38111880,-84.4610036779434,38.0632950816189
12080216W2,2014,216 E LOWRY LN,06-16-2014,Nuisance,Closed Nuisance,07-02-2014,true,24567000,-84.5131736646647,38.0038295347335
13600501W2,2014,501 MT TABOR RD,06-16-2014,Nuisance,Closed Nuisance,07-03-2014,true,17017650,-84.4579124999737,37.9997235028321
15170504W2,2014,504 PLAINVIEW RD,06-16-2014,Nuisance,Closed Nuisance,07-03-2014,true,10320400,-84.4583397873562,37.9998603530712
06310516W3,2014,516 EL PASEO PL,06-16-2014,Nuisance,Closed Nuisance,07-03-2014,true,10007230,-84.4548900523142,37.9970381969139
22983301W5,2014,3301 HUNTMASTER CIR,06-16-2014,Nuisance,Closed Nuisance,07-07-2014,true,10028290,-84.4549957905356,37.9731623116779
27161212W2,2014,1212 YORKSHIRE CT,06-16-2014,Nuisance,Closed Nuisance,07-07-2014,true,20110980,-84.4854361915363,37.9622876609283
20630505W5,2014,505 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-01-2014,true,13926400,-84.4922680607128,38.0574726235986
20630507W7,2014,507 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-01-2014,true,16384500,-84.4923332987568,38.0575296584598
20630511W12,2014,511 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-01-2014,true,16116900,-84.4923958669983,38.0575849616004
20630513W14,2014,513 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-01-2014,true,10495300,-84.4924525947223,38.0576334654176
11910460W2,2014,460 LOCUST AVE,06-16-2014,Nuisance,Closed Nuisance,07-07-2014,true,10238551,-84.4695414724759,38.0559250069726
20630521W10,2014,521 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-09-2014,true,15505600,-84.492566794282,38.0578196988914
20630519W10,2014,519 WILLY ST,06-16-2014,Nuisance,Closed Nuisance,07-09-2014,true,15505400,-84.4925137399591,38.0577911346609
19601529W2,2014,1529 VERSAILLES RD,06-17-2014,Nuisance,Closed Nuisance,07-09-2014,true,10046430,-84.5313505059149,38.0494000722817
42723012W3,2014,3012 TIBURON CT,06-17-2014,Nuisance,Closed Nuisance,07-17-2014,true,38189310,-84.5339490868247,38.110953568143
14631614W,2014,1614 PARKERS MILL RD,06-17-2014,Nuisance,Closed Nuisance,07-03-2014,true,21981250,-84.5550195410766,38.0436847997792
12720957W,2014,957 MAYWICK DR,06-17-2014,Nuisance,Closed Nuisance,07-07-2014,true,21741300,-84.5475595398819,38.0329555987411
04691808W3,2014,1808 COSTIGAN DR,06-17-2014,Nuisance,Closed Nuisance,07-02-2014,true,16807525,-84.4812343211368,38.0884354319174
09200561W,2014,561 HI CREST DR,06-17-2014,Nuisance,Closed Nuisance,07-03-2014,true,21664000,-84.4503938308106,38.0602343061443
27040396W6,2014,396 SCOTTSDALE CIR,06-17-2014,Nuisance,Closed Nuisance,07-14-2014,true,38123120,-84.4775763105188,38.0759223086113
27040484W4,2014,484 SCOTTSDALE CIR,06-17-2014,Nuisance,Closed Nuisance,07-21-2014,true,10047130,-84.4768543477603,38.0757943406227
14300360W9,2014,360 OLDHAM AVE,06-17-2014,Nuisance,Closed Nuisance,07-03-2014,true,15819575,-84.4935759441878,38.033417876313
22260300W,2014,300 LAKEBEND CT,06-17-2014,Nuisance,Closed Nuisance,07-07-2014,true,20021740,-84.4446257623713,37.990598966388
17153300W2,2014,3300 SHOAL LAKE DR,06-17-2014,Nuisance,Closed Nuisance,07-08-2014,true,10276527,-84.4554256818856,37.9867107803842
07030554W5,2014,554 W FIFTH ST,06-17-2014,Nuisance,Closed Nuisance,07-03-2014,true,16617700,-84.49449141094,38.0576454107698
01980219W4,2014,219 BLUE GRASS AVE,06-17-2014,Nuisance,Closed Nuisance,07-10-2014,true,41500400,-84.4713900050477,38.0602861599191
20410939W5,2014,939 WHITNEY AVE,06-18-2014,Nuisance,Closed Nuisance,07-18-2014,true,11909300,-84.5062334324232,38.0628599684394
02193636W,2014,3636 BOSTON RD,06-18-2014,Nuisance,Closed Nuisance,07-11-2014,true,10048670,-84.5505484171027,37.98075661048
18192009W4,2014,2009 SUMMERHAYES CT,06-18-2014,Nuisance,Closed Nuisance,07-07-2014,true,26166677,-84.5695845458831,38.0010348788303
20693070W,2014,3070 WINDERMERE RD,06-18-2014,Nuisance,Closed Nuisance,07-15-2014,true,23955952,-84.4980936701719,38.0039257705469
09290656W4,2014,656 E HIGH ST,06-18-2014,Nuisance,Closed Nuisance,07-14-2014,true,14526500,-84.4910793950327,38.0324491991248
22962380W4,2014,2380 FORTUNE DR,06-18-2014,Nuisance,Closed Nuisance,06-30-2014,true,38043130,-84.4474593823423,38.0369359015116
17941367W,2014,1367 STEPHEN FOSTER DR,06-18-2014,Nuisance,Closed Nuisance,07-02-2014,true,13212050,-84.4817198016486,37.9747954851318
10431228W2,2014,1228 KEENELAND CT,06-18-2014,Nuisance,Closed Nuisance,07-07-2014,true,11681500,-84.481595562399,37.9789852550057
32210275W9,2014,275 NEWTOWN PIKE,06-19-2014,Nuisance,Closed Nuisance,07-09-2014,true,10249703,-84.5020583195176,38.0578099291516
32210271-273W2,2014,271-273 NEWTOWN PIKE,06-19-2014,Nuisance,Closed Nuisance,07-09-2014,true,16537350,-84.5021408197051,38.0576874544407
18800714W5,2014,714 W THIRD ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,16206100,-84.502587686267,38.0581062414491
18800708W5,2014,708 W THIRD ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,14456850,-84.5024331113601,38.0579340447162
11440241W3,2014,241 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,13707100,-84.5025019998639,38.0576094737168
11440239W8,2014,239 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,14391850,-84.5025839050669,38.0575784027068
11440243W5,2014,243 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,13807972,-84.5024104890283,38.0576195401615
11440233W6,2014,233 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,13807971,-84.5026483776904,38.0575237513262
11440227W7,2014,227 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,13381400,-84.502842516277,38.0573802101652
11440229W4,2014,229 LEE ST,06-19-2014,Nuisance,Closed Nuisance,07-18-2014,true,13807970,-84.5027658868629,38.0574122807205
01391185W5,2014,1185 BAY MEADOWS DR,06-19-2014,Nuisance,Closed Nuisance,07-11-2014,true,19316700,-84.560634776918,37.9849254595244
11511917W,2014,1917 LEITNER CT,06-19-2014,Nuisance,Closed Nuisance,07-07-2014,true,10447410,-84.4782324156185,38.0928265289025
13840597-601W2,2014,597-601 E NEW CIRCLE RD,06-19-2014,Nuisance,Closed Nuisance,07-07-2014,true,22534600,-84.4563970589247,38.0518786057527
10620177W,2014,177 KENTUCKY AVE,06-19-2014,Nuisance,Closed Nuisance,07-14-2014,true,10030030,-84.4915513721957,38.0366641618545
06951213W3,2014,1213 FENWICK RD,06-19-2014,Nuisance,Closed Nuisance,07-07-2014,true,20277024,-84.4558323499028,37.9801879068572
07030548W10,2014,548 W FIFTH ST,06-19-2014,Nuisance,Closed Nuisance,07-07-2014,true,15697700,-84.4943596811276,38.0575283413348
07360244W6,2014,244 E FOURTH ST,06-19-2014,Nuisance,Closed Nuisance,07-08-2014,true,17100800,-84.4876686509964,38.0480696800384
02360411W5,2014,411 BRECKENRIDGE ST,06-19-2014,Nuisance,Closed Nuisance,07-09-2014,true,15222200,-84.4795255619015,38.0501425932819
03740708W20,2014,708 CHARLES AVE,06-20-2014,Nuisance,Closed Nuisance,07-24-2014,true,14140350,-84.501962729241,38.0595679607642
00232040W8,2014,2040 ALEXANDRIA DR,06-20-2014,Nuisance,Closed Nuisance,07-09-2014,true,15802450,-84.5498855122355,38.0292565959416
19602160W5,2014,2160 VERSAILLES RD,06-20-2014,Nuisance,Closed Nuisance,07-11-2014,true,20073100,-84.5445657298349,38.0450373823241
15960128W,2014,128 E REYNOLDS RD,06-20-2014,Nuisance,Closed Nuisance,07-14-2014,true,26313200,-84.5220322519551,37.9903650936795
03940735W2,2014,735 CHILES AVE,06-23-2014,Nuisance,Closed Nuisance,07-16-2014,true,13355400,-84.5084418084105,38.065981763598
11791899W4,2014,1899 LINTON RD,06-23-2014,Nuisance,Closed Nuisance,07-08-2014,true,14173300,-84.4639325878533,38.0833087778885
04172216W10,2014,2216 CLAYS MILL RD,06-23-2014,Nuisance,Closed Nuisance,07-14-2014,true,26113950,-84.5340839216034,38.0197532097178
00980375W9,2014,375 AYLESFORD PL,06-23-2014,Nuisance,Closed Nuisance,07-15-2014,true,10228600,-84.498207812462,38.0367032508824
08530322W2,2014,322 GROSVENOR AVE,06-23-2014,Nuisance,Closed Nuisance,07-14-2014,true,11915400,-84.4959289653059,38.0396260709514
34450201W8,2014,201 SIMBA WAY,06-23-2014,Nuisance,Closed Nuisance,07-11-2014,true,19999550,-84.449138841348,38.0102674996351
03641318-1320W2,2014,1318-1320 CENTRE PKWY,06-23-2014,Nuisance,Closed Nuisance,07-14-2014,true,14150275,-84.4754930840444,37.9814728986593
11313644W3,2014,3644 LAREDO DR,06-23-2014,Nuisance,Closed Nuisance,07-14-2014,true,19988060,-84.5033461019319,37.9816351458814
01980333W23,2014,333 BLUE GRASS AVE,06-23-2014,Nuisance,Closed Nuisance,07-24-2014,true,42943400,-84.4704026835149,38.0590239950659
07120760W3,2014,760 FLORENCE AVE,06-24-2014,Nuisance,Closed Nuisance,07-18-2014,true,13427325,-84.5068135055847,38.0675699824975
06001847W10,2014,1847 DUNKIRK DR,06-24-2014,Nuisance,Closed Nuisance,07-21-2014,true,16134700,-84.5328625223563,38.0536681458408
19370000W,2014,0 TWAIN RIDGE DR,06-24-2014,Nuisance,Closed Nuisance,07-10-2014,true,38096930,-84.5812474253227,37.9926410271814
11810628W,2014,628 LISA CT,06-24-2014,Nuisance,Closed Nuisance,07-09-2014,true,15360400,-84.4609007906587,38.0838212665834
36151997W,2014,1997 LACLEDE CT,06-24-2014,Nuisance,Closed Nuisance,07-10-2014,true,38059010,-84.4535843784647,38.0721607971476
15620375W4,2014,375 RADCLIFFE RD,06-24-2014,Nuisance,Closed Nuisance,07-29-2014,true,15080202,-84.4613216111705,38.0805619501616
02050388W2,2014,388 BOB O LINK DR,06-24-2014,Nuisance,Closed Nuisance,07-16-2014,true,45282200,-84.5213106816661,38.026876391289
14300426W2,2014,426 OLDHAM AVE,06-24-2014,Nuisance,Closed Nuisance,07-16-2014,true,12446500,-84.4950577596354,38.032552745523
18593329W,2014,3329 TATES CREEK RD,06-24-2014,Nuisance,Closed Nuisance,07-16-2014,true,13744500,-84.4965734111393,37.9957098160707
00980339W18,2014,339 AYLESFORD PL,06-24-2014,Nuisance,Closed Nuisance,07-15-2014,true,11656400,-84.4970045623586,38.0375422851092
14100214W,2014,214 NORWAY ST,06-24-2014,Nuisance,Closed Nuisance,07-31-2014,true,21119100,-84.5232864663593,38.0227024491533
14100218W,2014,218 NORWAY ST,06-24-2014,Nuisance,Closed Nuisance,08-05-2014,true,26250600,-84.52347798582,38.0227912506852
30013120W12,2014,3120 NAVAJO CT,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19337810,-84.4096056113522,38.0153296682017
29021312W15,2014,1312 RED STONE DR,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19308190,-84.4108187155725,38.0162090108632
29021316W10,2014,1316 RED STONE DR,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19307940,-84.4109084828228,38.0163312080191
29021360W10,2014,1360 RED STONE DR,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19308160,-84.4125408521947,38.0165357341712
29021364W9,2014,1364 RED STONE DR,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19308170,-84.4127608204946,38.0165284369433
30013125W5,2014,3125 NAVAJO CT,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19337840,-84.4093056765882,38.0150504783555
30013121W2,2014,3121 NAVAJO CT,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19337820,-84.4093405252416,38.014912107045
29021348W10,2014,1348 RED STONE DR,06-24-2014,Nuisance,Closed Nuisance,07-11-2014,true,19308100,-84.4120985843733,38.0165256534892
04350050W7,2014,50 CODELL DR,06-24-2014,Nuisance,Closed Nuisance,08-07-2014,true,38000020,-84.4485403543195,38.0094376484583
31740285W2,2014,285 SHORESIDE DR,06-24-2014,Nuisance,Closed Nuisance,07-15-2014,true,19979780,-84.440956615527,37.9894248337888
29794501W2,2014,4501 LANGLEY CIR,06-24-2014,Nuisance,Closed Nuisance,07-14-2014,true,19329080,-84.4913224759984,37.9627172754261
03451041W2,2014,1041 CASTLETON WAY,06-24-2014,Nuisance,Closed Nuisance,07-14-2014,true,12918500,-84.4885154847897,37.9846860000016
12890233W,2014,233 MEDLOCK RD,06-24-2014,Nuisance,Closed Nuisance,07-29-2014,true,13551618,-84.5163473119527,37.9928864273004
06400617W5,2014,617 ELK LAKE DR,06-24-2014,Nuisance,Closed Nuisance,07-24-2014,true,27168618,-84.4513418064022,37.9965725372882
18790524W9,2014,524 E THIRD ST,06-24-2014,Nuisance,Closed Nuisance,07-08-2014,true,12448000,-84.4846511895399,38.0438426310934
02500617W5,2014,617 N BROADWAY,06-24-2014,Nuisance,Closed Nuisance,07-09-2014,true,11018950,-84.488990622331,38.0570753935282
03740730W5,2014,730 CHARLES AVE,06-25-2014,Nuisance,Closed Nuisance,07-18-2014,true,16744100,-84.5024481065319,38.0600025867073
31181186W5,2014,1186 BRIARWOOD CIR,06-25-2014,Nuisance,Closed Nuisance,07-24-2014,true,11299600,-84.5075660578253,38.0804427490933
31231179W2,2014,1179 REDWOOD CIR,06-25-2014,Nuisance,Closed Nuisance,07-24-2014,true,16629850,-84.5079289367517,38.0820081413441
20050927W3,2014,927 WAVERLY DR,06-25-2014,Nuisance,Closed Nuisance,07-24-2014,true,12188800,-84.5098713953888,38.0694893737413
16730212W4,2014,212 SAVOY RD,06-25-2014,Nuisance,Closed Nuisance,07-24-2014,true,11012800,-84.5374382473018,38.0534225693637
00231670W2,2014,1670 ALEXANDRIA DR,06-25-2014,Nuisance,Closed Nuisance,07-17-2014,true,14552300,-84.5515327857431,38.041297313815
